"Statecode","Statename","Countyname","Countycode","TotalPop","taxdividend_PredPop","taxdividend","taxdividendOppose_PredPop","taxdividendOppose","CO2limits_PredPop","CO2limits","CO2limitsOppose_PredPop","CO2limitsOppose","regulate_PredPop","regulate","regulateOppose_PredPop","regulateOppose","supportRPS_PredPop","supportRPS","supportRPSOppose_PredPop","supportRPSOppose","fundrenewables_PredPop","fundrenewables","fundrenewablesOppose_PredPop","fundrenewablesOppose","happening_PredPop","happening","happeningOppose_PredPop","happeningOppose","human_PredPop","human","humanOppose_PredPop","humanOppose","consensus_PredPop","consensus","consensusOppose_PredPop","consensusOppose","worried_PredPop","worried","worriedOppose_PredPop","worriedOppose","personal_PredPop","personal","personalOppose_PredPop","personalOppose","harmUS_PredPop","harmUS","harmUSOppose_PredPop","harmUSOppose","devharm_PredPop","devharm","devharmOppose_PredPop","devharmOppose","futuregen_PredPop","futuregen","futuregenOppose_PredPop","futuregenOppose","timing_PredPop","timing","timingOppose_PredPop","timingOppose"
"MI","Michigan","Gratiot County, Michigan",26057,28313,13279,47,6359,22,17733,63,10191,36,20899,74,7241,26,16214,57,11738,41,21698,77,6179,22,17017,60,5326,19,12763,45,10718,38,9737,34,10194,36,13321,47,15105,53,8568,30,16573,59,13387,47,11749,41,13490,48,10934,39,16880,60,7550,27,10853,38,17248,61
"MI","Michigan","Hillsdale County, Michigan",26059,31073,14398,46,7126,23,19165,62,11652,37,22866,74,8088,26,17742,57,13001,42,23704,76,6836,22,18130,58,6256,20,13488,43,11789,38,10657,34,11245,36,14400,46,16777,54,9214,30,18611,60,14598,47,13261,43,14669,47,12505,40,18309,59,8837,28,11672,38,19114,62
"MI","Michigan","Houghton County, Michigan",26061,21481,10109,47,5391,25,14709,68,6578,31,16130,75,4983,23,12959,60,8215,38,16887,79,3947,18,13968,65,3527,16,10222,48,7660,36,8903,41,7039,33,11345,53,10211,48,7040,33,12605,59,10960,51,8712,41,11329,53,7679,36,13569,63,5449,25,8953,42,12314,57
"MI","Michigan","Huron County, Michigan",26063,24060,11119,46,5490,23,14904,62,8867,37,17535,73,6413,27,13622,57,10194,42,18384,76,5313,22,13982,58,4822,20,10111,42,9419,39,8034,33,8819,37,11008,46,13119,55,7125,30,14349,60,11289,47,10283,43,11317,47,9619,40,13976,58,7064,29,8951,37,14860,62
"MI","Michigan","Ingham County, Michigan",26065,167192,75829,45,43862,26,116465,70,48448,29,130265,78,35402,21,106407,64,57589,34,134174,80,29798,18,109597,66,26211,16,89935,54,51154,31,71978,43,53608,32,92435,55,75210,45,59948,36,91781,55,90034,54,61094,37,93547,56,54393,33,108931,65,39115,23,73953,44,92190,55
"MI","Michigan","Ionia County, Michigan",26067,42364,19407,46,9944,23,26835,63,14857,35,31602,75,10477,25,24645,58,17121,40,32555,77,9128,22,24703,58,8268,20,18504,44,16462,39,14432,34,15449,36,19854,47,22654,53,12786,30,25030,59,20143,48,17671,42,20300,48,16523,39,25298,60,11339,27,16101,38,25984,61
"MI","Michigan","Iosco County, Michigan",26069,19674,8653,44,4924,25,12851,65,6489,33,15052,77,4480,23,11886,60,7461,38,15224,77,4065,21,11834,60,3839,20,8988,46,7120,36,6885,35,7231,37,9495,48,10235,52,6013,31,11651,59,9587,49,8032,41,9670,49,7488,38,11940,61,5086,26,7640,39,11913,61
"MI","Michigan","Iron County, Michigan",26071,9173,4170,45,2199,24,5726,62,3362,37,6794,74,2279,25,5329,58,3714,40,7023,77,1963,21,5386,59,1836,20,4028,44,3433,37,3195,35,3339,36,4300,47,4899,53,2760,30,5467,60,4375,48,3878,42,4408,48,3647,40,5444,59,2568,28,3477,38,5610,61
"MI","Michigan","Isabella County, Michigan",26073,35364,16237,46,8808,25,23467,66,11456,32,26860,76,8245,23,21399,61,13527,38,27828,79,6915,20,22251,63,6260,18,16730,47,12546,35,13712,39,12277,35,17826,50,17646,50,11346,32,20749,59,17722,50,14367,41,18156,51,13070,37,21978,62,9002,25,14256,40,20849,59
"MI","Michigan","Jackson County, Michigan",26075,108456,49611,46,25691,24,69035,64,37577,35,80585,74,27093,25,63871,59,42972,40,82832,76,23259,21,64919,60,20158,19,45722,42,40979,38,36578,34,39939,37,50266,46,57948,53,33125,31,63589,59,51927,48,44579,41,52551,48,41381,38,65125,60,28472,26,41622,38,65818,61
"MI","Michigan","Kalamazoo County, Michigan",26077,155239,68118,44,41786,27,105970,68,46218,30,120187,77,33489,22,97782,63,55318,36,124355,80,28929,19,99806,64,25986,17,75021,48,52493,34,61899,40,53524,34,78115,50,77338,50,51614,33,89613,58,79990,52,60397,39,82247,53,56074,36,100675,65,34973,23,64120,41,90400,58
"MI","Michigan","Kalkaska County, Michigan",26079,12144,5533,46,2896,24,7918,65,4068,33,9161,75,2904,24,7193,59,4773,39,9415,78,2488,20,7379,61,2230,18,5594,46,4452,37,4423,36,4238,35,5948,49,6231,51,3776,31,7092,58,5938,49,4942,41,5997,49,4563,38,7352,61,3168,26,4785,39,7245,60
"MI","Michigan","Kent County, Michigan",26081,383460,172017,45,98249,26,253700,66,125291,33,289572,76,85383,22,234032,61,143631,37,300422,78,73917,19,231600,60,75125,20,189813,50,128158,33,139530,36,133885,35,190239,50,192080,50,127776,33,219152,57,196219,51,154033,40,197167,51,152158,40,232612,61,101825,27,150119,39,227897,59
"MI","Michigan","Keweenaw County, Michigan",26083,1692,800,47,402,24,1066,63,621,37,1240,73,447,26,977,58,705,42,1309,77,347,21,1065,63,284,17,762,45,620,37,674,40,553,33,859,51,838,50,540,32,987,58,831,49,702,42,853,50,633,37,1041,61,451,27,687,41,980,58
"MI","Michigan","Lake County, Michigan",26085,8779,4181,48,1838,21,5426,62,3242,37,6418,73,2315,26,4896,56,3769,43,6630,76,1986,23,5164,59,1625,19,3781,43,3445,39,2929,33,3072,35,4052,46,4762,54,2636,30,5069,58,4098,47,3631,41,4075,46,3386,39,5064,58,2470,28,3342,38,5349,61
"MI","Michigan","Lapeer County, Michigan",26087,60320,27469,46,14457,24,38082,63,21312,35,45159,75,14821,25,35161,58,24438,41,46580,77,12889,21,35314,59,12572,21,26744,44,23188,38,20429,34,22707,38,27908,46,32600,54,17959,30,36364,60,28546,47,25871,43,28819,48,24405,40,35888,59,16969,28,22566,37,37390,62
"MI","Michigan","Leelanau County, Michigan",26089,16265,7434,46,4352,27,10838,67,5258,32,12339,76,3816,23,9975,61,6163,38,12935,80,3067,19,10501,65,2880,18,7884,48,5606,34,6712,41,5701,35,8325,51,7996,49,5175,32,9812,60,8168,50,6803,42,8516,52,6094,37,10323,63,4153,26,6523,40,9637,59
"MI","Michigan","Lenawee County, Michigan",26091,67174,30317,45,16462,25,43599,65,22385,33,51043,76,15638,23,40295,60,25866,39,52311,78,13857,21,40543,60,12721,19,31384,47,24651,37,24240,36,24415,36,32485,48,34886,52,20891,31,39443,59,32787,49,27318,41,33321,50,25218,38,41239,61,17072,25,25935,39,40815,61
"MI","Michigan","Livingston County, Michigan",26093,122614,53588,44,33534,27,78953,64,42557,35,94754,77,27219,22,75244,61,46269,38,96752,79,24277,20,73990,60,24760,20,54442,44,43578,36,45426,37,45894,37,58148,47,64705,53,37392,30,75761,62,60065,49,52924,43,61621,50,48993,40,75118,61,34634,28,45677,37,76216,62
"MI","Michigan","Luce County, Michigan",26095,4982,2211,44,1236,25,3346,67,1545,31,3822,77,1101,22,3048,61,1832,37,3876,78,1000,20,3094,62,839,17,2404,48,1749,35,1866,37,1642,33,2510,50,2482,50,1650,33,2755,55,2536,51,1866,37,2560,51,1716,34,3050,61,1187,24,2049,41,2891,58
"MI","Michigan","Mackinac County, Michigan",26097,8472,3883,46,2039,24,5519,65,2869,34,6369,75,2047,24,5054,60,3300,39,6587,78,1716,20,5402,64,1395,16,4056,48,2925,35,3334,39,2743,32,4467,53,4025,48,2907,34,4732,56,4395,52,3277,39,4478,53,2958,35,5320,63,2097,25,3579,42,4790,57
"MI","Michigan","Macomb County, Michigan",26099,578467,259678,45,139336,24,355378,61,217726,38,426656,74,146754,25,337164,58,236141,41,435501,75,128943,22,325457,56,124848,22,243048,42,211428,37,189135,33,220063,38,262666,45,317543,55,174176,30,344445,60,275051,48,249591,43,270951,47,241614,42,339457,59,151548,26,209788,36,365023,63
"MI","Michigan","Manistee County, Michigan",26101,18227,8153,45,4411,24,11123,61,6882,38,13459,74,4681,26,10531,58,7477,41,13890,76,4055,22,10778,59,3544,19,8057,44,6877,38,6341,35,6498,36,8668,48,9604,53,5619,31,10663,58,8757,48,7577,42,8817,48,7095,39,10896,60,4953,27,6994,38,11032,61
"MI","Michigan","Marquette County, Michigan",26103,44588,19459,44,11725,26,27602,62,16462,37,33223,75,11151,25,26320,59,17803,40,34446,77,9548,21,27485,62,8309,19,19618,44,16361,37,16246,36,16013,36,21887,49,22816,51,13955,31,26482,59,21840,49,18778,42,22249,50,17608,39,27217,61,12264,28,17205,39,26899,60
"MI","Michigan","Mason County, Michigan",26105,20384,9385,46,4799,24,12561,62,7581,37,14922,73,5368,26,11660,57,8535,42,15641,77,4456,22,12039,59,4051,20,8865,43,7843,38,7044,35,7509,37,9499,47,10952,54,6097,30,12230,60,9614,47,8749,43,9711,48,8189,40,12144,60,5668,28,7651,38,12555,62
"MI","Michigan","Mecosta County, Michigan",26107,25435,11822,46,6113,24,16528,65,8625,34,19032,75,6246,25,15000,59,10166,40,19810,78,5155,20,15669,62,4622,18,11599,46,9382,37,9523,37,8947,35,12424,49,13098,51,7858,31,15098,59,12378,49,10594,42,12623,50,9713,38,15507,61,6718,26,9982,39,15239,60
"MI","Michigan","Menominee County, Michigan",26109,17490,8098,46,4028,23,10843,62,6419,37,12822,73,4588,26,9943,57,7365,42,13396,77,3844,22,10072,58,3497,20,7454,43,6956,40,5845,33,6547,37,8063,46,9493,54,5134,29,10567,60,8164,47,7517,43,8199,47,7169,41,10240,59,4845,28,6529,37,10828,62
"MI","Michigan","Midland County, Michigan",26111,56302,24859,44,14878,26,36244,64,19065,34,41961,75,13921,25,33665,60,22158,39,44019,78,11597,21,34201,61,11625,21,25071,45,21742,39,20436,36,21481,38,26221,47,30214,54,16897,30,34576,61,27164,48,24289,43,27869,49,22385,40,34175,61,15894,28,20868,37,35126,62
"MI","Michigan","Missaukee County, Michigan",26113,10207,4647,46,2459,24,6679,65,3391,33,7721,76,2422,24,6043,59,4025,39,7936,78,2080,20,6235,61,1890,19,4624,45,3828,37,3747,37,3596,35,4987,49,5254,51,3137,31,6012,59,4968,49,4181,41,5034,49,3855,38,6204,61,2659,26,4011,39,6115,60
"MI","Michigan","Monroe County, Michigan",26115,102574,42867,42,25599,25,57235,56,43400,42,74812,73,26706,26,58089,57,42711,42,74481,73,25990,25,57395,56,20886,20,44621,44,38703,38,33614,33,37429,36,47493,46,55300,54,31138,30,59129,58,48112,47,42734,42,47901,47,40394,39,60841,59,28418,28,38482,38,62513,61
"MI","Michigan","Montcalm County, Michigan",26117,42482,19510,46,9935,23,26934,63,15031,35,31634,74,10381,24,24627,58,17186,40,32832,77,9010,21,24871,59,8334,20,18746,44,16543,39,14565,34,15462,36,19919,47,22689,53,12826,30,25186,59,20255,48,17728,42,20304,48,16553,39,25097,59,11563,27,16145,38,25990,61
"MI","Michigan","Montmorency County, Michigan",26119,7573,3594,47,1621,21,4515,60,2968,39,5444,72,2114,28,4123,54,3385,45,5687,75,1778,23,4259,56,1587,21,3073,41,3118,41,2372,31,2875,38,3291,43,4313,57,2114,28,4617,61,3384,45,3359,44,3366,44,3201,42,4327,57,2237,30,2686,35,4817,64
"MI","Michigan","Muskegon County, Michigan",26121,113430,51628,46,26036,23,70807,62,40781,36,83450,74,28873,25,65963,58,45893,40,86687,76,24866,22,66883,59,21355,19,49865,44,43383,38,39083,34,40032,35,53534,47,60211,53,35777,32,64499,57,54919,48,45886,40,54773,48,43969,39,68102,60,29322,26,43447,38,68945,61
"MI","Michigan","Newaygo County, Michigan",26123,32541,14836,46,7745,24,21284,65,10784,33,24797,76,7537,23,19376,60,12662,39,25345,78,6642,20,19302,59,6126,19,15110,46,11991,37,11618,36,11470,35,15738,48,16882,52,10163,31,18862,58,15946,49,13155,40,16041,49,11980,37,19677,60,8198,25,12699,39,19563,60
"MI","Michigan","Oakland County, Michigan",26125,832647,370672,45,218557,26,550155,66,258230,31,647996,78,179369,22,514589,62,309248,37,666036,80,165773,20,540402,65,144642,17,374155,45,289464,35,318951,38,305259,37,413487,50,422389,51,268045,32,484867,58,416769,50,341602,41,432029,52,293733,35,529425,64,199261,24,335080,40,496344,60
"MI","Michigan","Oceana County, Michigan",26127,18053,8750,48,3901,22,11397,63,6471,36,13105,73,4843,27,10208,57,7645,42,13792,76,3895,22,10738,59,3400,19,7775,43,6809,38,6376,35,6318,35,8627,48,9486,53,5609,31,10514,58,8646,48,7532,42,8702,48,7042,39,10830,60,4853,27,6949,38,10918,60
"MI","Michigan","Ogemaw County, Michigan",26129,15838,6965,44,3901,25,10327,65,5239,33,12087,76,3631,23,9514,60,6049,38,12275,78,3284,21,9412,59,3093,20,7329,46,5815,37,5504,35,5752,36,7584,48,8294,52,4835,31,9303,59,7702,49,6432,41,7727,49,6030,38,9525,60,4122,26,6114,39,9609,61
"MI","Michigan","Ontonagon County, Michigan",26131,5383,2423,45,1333,25,3441,64,1882,35,4036,75,1318,24,3186,59,2129,40,4167,77,1116,21,3282,61,993,18,2474,46,1964,36,1998,37,1868,35,2652,49,2745,51,1684,31,3155,59,2637,49,2213,41,2678,50,2036,38,3274,61,1419,26,2126,39,3199,59
"MI","Michigan","Osceola County, Michigan",26133,15917,7141,45,3916,25,10625,67,5051,32,12237,77,3579,22,9634,61,6032,38,12484,78,3146,20,9804,62,2820,18,7644,48,5495,35,6009,38,5461,34,7899,50,8056,51,5023,32,9256,58,7910,50,6300,40,8019,50,5740,36,9766,61,3922,25,6361,40,9417,59
"MI","Michigan","Oscoda County, Michigan",26135,6379,3052,48,1376,22,3988,63,2330,37,4624,72,1733,27,3551,56,2766,43,4825,76,1412,22,3763,59,1197,19,2727,43,2500,39,2194,34,2250,35,2974,47,3431,54,1883,30,3784,59,2973,47,2704,42,2981,47,2522,40,3743,59,1780,28,2406,38,3902,61
"MI","Michigan","Otsego County, Michigan",26137,16816,7649,45,4009,24,10230,61,6356,38,12401,74,4355,26,9617,57,7033,42,12867,77,3758,22,9799,58,3515,21,7340,44,6519,39,5628,33,6419,38,7623,45,9254,55,4856,29,10261,61,7773,46,7359,44,7842,47,6929,41,9948,59,4740,28,6160,37,10540,63
"MI","Michigan","Ottawa County, Michigan",26139,162341,71974,44,41074,25,97637,60,63260,39,117977,73,43357,27,94441,58,66541,41,123936,76,36265,22,95464,59,33301,21,70357,43,63750,39,55664,34,61266,38,73902,46,88589,55,50107,31,97241,60,78271,48,69206,43,79262,49,63966,39,96508,59,45409,28,61178,38,99874,62
"MI","Michigan","Presque Isle County, Michigan",26141,10353,4864,47,2338,23,6344,61,3892,38,7538,73,2783,27,5797,56,4467,43,7877,76,2317,22,6011,58,2084,20,4372,42,4109,40,3464,33,3844,37,4680,45,5713,55,2979,29,6287,61,4756,46,4526,44,4781,46,4256,41,6054,58,2965,29,3789,37,6471,63
"MI","Michigan","Roscommon County, Michigan",26143,19137,8552,45,4861,25,13104,68,5782,30,14825,77,4157,22,11866,62,6944,36,15134,79,3583,19,12214,64,3238,17,9525,50,6485,34,7657,40,6382,33,10001,52,9190,48,6234,33,10974,57,9761,51,7437,39,9962,52,6706,35,12007,63,4605,24,7984,42,10996,57
"MI","Michigan","Saginaw County, Michigan",26145,132235,60350,46,29725,22,83004,63,46858,35,98514,74,32350,24,77034,58,52910,40,100719,76,29235,22,80669,61,23728,18,56091,42,53068,40,44175,33,46506,35,61772,47,70746,54,42511,32,73314,55,64582,49,51352,39,64368,49,48871,37,79202,60,33339,25,51821,39,79481,60
"MI","Michigan","St. Clair County, Michigan",26147,111358,47453,43,27833,25,66178,59,43419,39,82350,74,28618,26,64596,58,45475,41,83727,75,25884,23,64478,58,22817,20,46693,42,41988,38,37202,33,39521,35,51428,46,59919,54,35099,32,63682,57,53996,48,45795,41,53772,48,43262,39,65049,58,31343,28,42031,38,67339,60
"MI","Michigan","St. Joseph County, Michigan",26149,40437,18679,46,9136,23,25042,62,14799,37,29900,74,10313,26,23096,57,16820,42,30786,76,9025,22,23174,57,8328,21,17787,44,15553,38,13284,33,14860,37,18419,46,22138,55,12056,30,23845,59,18983,47,16938,42,18936,47,15995,40,23610,58,11041,27,15006,37,25091,62
"MI","Michigan","Sanilac County, Michigan",26151,29711,14058,47,6477,22,18263,61,11102,37,21729,73,7883,27,16616,56,12785,43,22555,76,6678,22,17376,58,5836,20,12398,42,12000,40,9923,33,10872,37,13593,46,16238,55,8665,29,17745,60,13722,46,12709,43,13705,46,11943,40,17225,58,8311,28,11048,37,18400,62
"MI","Michigan","Schoolcraft County, Michigan",26153,6255,2890,46,1444,23,3987,64,2195,35,4637,74,1583,25,3625,58,2551,41,4789,77,1337,21,3744,60,1182,19,2796,45,2293,37,2229,36,2191,35,3034,49,3238,52,1965,31,3640,58,3061,49,2569,41,3082,49,2395,38,3754,60,1708,27,2453,39,3735,60
"MI","Michigan","Shiawassee County, Michigan",26155,47480,21807,46,11010,23,29522,62,17096,36,35361,74,11956,25,26928,57,20166,42,36511,77,10465,22,27333,58,10015,21,20853,44,18224,38,15387,32,18558,39,20947,44,26667,56,13695,29,29152,61,21910,46,21145,45,22041,46,19736,42,27871,59,13830,29,17436,37,29786,63
"MI","Michigan","Tuscola County, Michigan",26157,38176,16809,44,9461,25,24918,65,12591,33,29141,76,8730,23,22997,60,14522,38,29631,78,7881,21,22769,60,7457,20,17711,46,13974,37,13353,35,13903,36,18313,48,19959,52,11713,31,22436,59,18611,49,15512,41,18708,49,14529,38,23027,60,9907,26,14753,39,23167,61
"MI","Michigan","Van Buren County, Michigan",26159,50755,23891,47,11254,22,31193,61,18755,37,37400,74,13118,26,28617,56,21601,43,38232,75,11595,23,30270,60,10109,20,22194,44,19407,38,16659,33,18890,37,23616,47,27368,54,15174,30,29929,59,23699,47,21327,42,23859,47,20031,39,30187,59,13404,26,18845,37,31536,62
"MI","Michigan","Washtenaw County, Michigan",26161,214432,95378,44,62463,29,156765,73,55280,26,168126,78,42765,20,143460,67,68758,32,175670,82,34185,16,155536,73,27489,13,115146,54,62424,29,107432,50,62458,29,124277,58,90471,42,80774,38,118597,55,121150,56,77964,36,127292,59,68690,32,143924,67,48390,23,99029,46,113365,53
"MI","Michigan","Wayne County, Michigan",26163,1184493,560248,47,241575,20,782338,66,364839,31,913484,77,258581,22,715364,60,448497,38,912028,77,250633,21,702592,59,180636,15,553392,47,416378,35,411654,35,353359,30,573040,48,613100,52,425759,36,584807,49,612831,52,398662,34,600624,51,375063,32,690812,58,269291,23,495543,42,669747,57
"MI","Michigan","Wexford County, Michigan",26165,22310,10334,46,5174,23,13909,62,8115,36,16455,74,5755,26,12758,57,9319,42,17099,77,4865,22,13093,59,4460,20,9675,43,8665,39,7595,34,8283,37,10260,46,12129,54,6544,29,13479,60,10428,47,9619,43,10507,47,9018,40,13195,59,6233,28,8291,37,13839,62
"MN","Minnesota","Aitkin County, Minnesota",27001,12498,5763,46,2888,23,7938,64,4531,36,9141,73,3205,26,7486,60,4957,40,9509,76,2643,21,7448,60,2467,20,5370,43,4764,38,4776,38,4586,37,6018,48,6474,52,3725,30,7867,63,5841,47,5461,44,6053,48,5050,40,7641,61,3532,28,4714,38,7670,61
"MN","Minnesota","Anoka County, Minnesota",27003,218748,96865,44,55941,26,140367,64,78622,36,159271,73,55114,25,137691,63,80012,37,169761,78,44007,20,124964,57,45910,21,96377,44,84156,38,87709,40,82669,38,107231,49,111305,51,67858,31,138294,63,106102,49,95695,44,110133,50,91525,42,135050,62,68137,31,82698,38,134828,62
"MN","Minnesota","Becker County, Minnesota",27005,22392,10457,47,5174,23,14012,63,8354,37,16174,72,5958,27,13326,60,9014,40,17127,76,4762,21,13443,60,4438,20,9822,44,8569,38,8622,39,8290,37,10891,49,11510,51,6698,30,14212,63,10458,47,9862,44,10899,49,9170,41,13763,61,6425,29,8405,38,13796,62
"MN","Minnesota","Beltrami County, Minnesota",27007,27032,12167,45,6996,26,18659,69,8261,31,20524,76,6064,22,17469,65,9341,35,21421,79,4900,18,17589,65,4610,17,13377,49,9036,33,12168,45,9110,34,14840,55,12165,45,9212,34,16367,61,14064,52,10794,40,14828,55,9690,36,17696,65,6753,25,11461,42,15389,57
"MN","Minnesota","Benton County, Minnesota",27009,25018,10429,42,6980,28,17472,70,7303,29,19483,78,5091,20,16696,67,7992,32,19932,80,4457,18,15925,64,4636,19,12925,52,8173,33,10916,44,8803,35,13467,54,11512,46,8197,33,15249,61,12829,51,9860,39,13435,54,8999,36,16278,65,6062,24,10360,41,14546,58
"MN","Minnesota","Big Stone County, Minnesota",27011,3846,1739,45,947,25,2636,69,1204,31,2919,76,868,23,2454,64,1358,35,3024,79,706,18,2442,63,656,17,1856,48,1338,35,1685,44,1278,33,2067,54,1775,46,1256,33,2323,60,1939,50,1540,40,2025,53,1394,36,2456,64,977,25,1608,42,2200,57
"MN","Minnesota","Blue Earth County, Minnesota",27013,37008,16952,46,9003,24,22696,61,14221,38,26518,72,10039,27,22116,60,14909,40,28411,77,7962,22,21811,59,8019,22,15536,42,14462,39,14049,38,14366,39,17212,47,19789,53,10709,29,24069,65,16933,46,16837,45,17694,48,16130,44,22625,61,11094,30,13627,37,23182,63
"MN","Minnesota","Brown County, Minnesota",27015,17626,7964,45,4266,24,11376,65,6189,35,13044,74,4340,25,10833,61,6691,38,13595,77,3595,20,10551,60,3482,20,7900,45,6628,38,6928,39,6444,37,8682,49,8933,51,5321,30,11062,63,8370,47,7560,43,8688,49,7057,40,10871,62,4904,28,6766,38,10721,61
"MN","Minnesota","Carlton County, Minnesota",27017,24415,10969,45,5920,24,15105,62,9164,38,17800,73,6307,26,14601,60,9797,40,18652,76,5308,22,13546,55,5749,24,10066,41,9809,40,8833,36,9565,39,11214,46,13177,54,7111,29,15696,64,11249,46,11056,45,11604,48,10662,44,14476,59,7739,32,8794,36,15462,63
"MN","Minnesota","Carver County, Minnesota",27019,58109,25030,43,16520,28,38743,67,18984,33,44296,76,12963,22,37875,65,19957,34,45934,79,10881,19,36301,62,11594,20,27780,48,20362,35,24840,43,21719,37,29656,51,28387,49,18089,31,37222,64,28699,49,24996,43,30457,52,22980,40,37320,64,15561,27,22777,39,35143,60
"MN","Minnesota","Cass County, Minnesota",27021,20526,9414,46,4956,24,13459,66,7006,34,15258,74,5000,24,12616,61,7808,38,15778,77,4141,20,12420,61,3942,19,9564,47,7482,36,8390,41,7348,36,10375,51,10139,49,6433,31,12744,62,9988,49,8612,42,10389,51,7852,38,12763,62,5439,27,8089,39,12279,60
"MN","Minnesota","Chippewa County, Minnesota",27023,8547,3979,47,1926,23,5315,62,3214,38,6171,72,2270,27,5061,59,3456,40,6495,76,1846,22,4988,58,1747,20,3629,42,3363,39,3193,37,3191,37,4063,48,4484,52,2517,29,5395,63,3936,46,3764,44,4063,48,3551,42,5168,60,2485,29,3176,37,5300,62
"MN","Minnesota","Chisago County, Minnesota",27025,35856,16239,45,8598,24,22455,63,13161,37,25875,72,9512,27,21520,60,14214,40,27371,76,7721,22,21472,60,7498,21,16489,46,13431,37,13395,37,13790,38,16941,47,18930,53,10358,29,22992,64,16428,46,16024,45,17141,48,14813,41,22059,62,10115,28,13149,37,22508,63
"MN","Minnesota","Clay County, Minnesota",27027,35241,15714,45,9169,26,23405,66,11615,33,26488,75,8235,23,22363,63,12678,36,27671,79,6788,19,22119,63,6712,19,16467,47,12407,35,14572,41,12850,36,18105,51,17126,49,10999,31,22190,63,17237,49,14919,42,18180,52,13632,39,22471,64,9321,26,13893,39,21156,60
"MN","Minnesota","Clearwater County, Minnesota",27029,5948,2717,46,1359,23,3743,63,2186,37,4334,73,1538,26,3560,60,2349,39,4520,76,1282,22,3507,59,1174,20,2599,44,2274,38,2247,38,2148,36,2908,49,3037,51,1815,31,3673,62,2817,47,2526,42,2897,49,2376,40,3628,61,1676,28,2276,38,3615,61
"MN","Minnesota","Cook County, Minnesota",27031,4047,1677,41,1128,28,2448,60,1628,40,2981,74,1022,25,2552,63,1480,37,3101,77,846,21,2593,64,682,17,1964,49,1336,33,1845,46,1245,31,2286,56,1748,43,1441,36,2339,58,2116,52,1587,39,2223,55,1420,35,2646,65,1034,26,1768,44,2199,54
"MN","Minnesota","Cottonwood County, Minnesota",27033,8052,3792,47,1796,22,5077,63,2980,37,5800,72,2156,27,4792,60,3231,40,6147,76,1702,21,4896,61,1499,19,3504,44,3022,38,3118,39,2866,36,3980,49,4031,50,2454,30,4976,62,3795,47,3445,43,3927,49,3221,40,4967,62,2228,28,3082,38,4879,61
"MN","Minnesota","Crow Wing County, Minnesota",27035,43425,19407,45,10829,25,27865,64,15288,35,32235,74,10644,25,26720,62,16510,38,33673,78,8864,20,25708,59,8888,20,19350,45,16590,38,16720,39,16620,38,21009,48,22398,52,12865,30,27774,64,20383,47,19198,44,21245,49,18023,42,26702,61,12558,29,16353,38,26818,62
"MN","Minnesota","Dakota County, Minnesota",27037,263512,117108,44,68735,26,170324,65,90522,34,197688,75,61778,23,166542,63,96309,37,202939,77,54480,21,172107,65,49205,19,126359,48,88833,34,113635,43,97088,37,131393,50,132100,50,81705,31,168524,64,127319,48,116608,44,134042,51,109196,41,171148,65,66651,25,101673,39,160786,61
"MN","Minnesota","Dodge County, Minnesota",27039,12828,5732,45,3181,25,8181,64,4576,36,9421,73,3224,25,7900,62,4857,38,9904,77,2649,21,7479,58,2775,22,5605,44,4963,39,4902,38,4909,38,6141,48,6676,52,3805,30,8196,64,6020,47,5671,44,6252,49,5367,42,7837,61,3757,29,4782,37,7969,62
"MN","Minnesota","Douglas County, Minnesota",27041,25453,11039,43,6734,26,16592,65,8875,35,19388,76,5717,22,16262,64,8998,35,19925,78,4931,19,15570,61,4990,20,11430,45,9427,37,10506,41,9347,37,12764,50,12656,50,7833,31,16074,63,12380,49,10919,43,12929,51,10041,39,15886,62,6911,27,10006,39,15326,60
"MN","Minnesota","Faribault County, Minnesota",27043,10360,4864,47,2276,22,6241,60,4110,40,7391,71,2861,28,6004,58,4338,42,7807,75,2332,23,5854,57,2251,22,4342,42,4154,40,3712,36,3924,38,4807,46,5558,54,2969,29,6587,64,4656,45,4648,45,4800,46,4399,42,6200,60,3079,30,3737,36,6496,63
"MN","Minnesota","Fillmore County, Minnesota",27045,14427,6943,48,3159,22,9036,63,5434,38,10242,71,4027,28,8404,58,6030,42,10998,76,3054,21,8692,60,2723,19,6006,42,5795,40,5632,39,5177,36,6947,48,7485,52,4244,29,9130,63,6633,46,6412,44,6886,48,5992,42,8795,61,4158,29,5439,38,8830,61
"MN","Minnesota","Freeborn County, Minnesota",27047,22010,10059,46,5032,23,13769,63,8146,37,16049,73,5670,26,13168,60,8713,40,16550,75,4813,22,12629,57,4738,22,9165,42,8481,39,8177,37,8212,37,10520,48,11471,52,6629,30,13731,62,10291,47,9525,43,10562,48,9104,41,13221,60,6555,30,8176,37,13639,62
"MN","Minnesota","Goodhue County, Minnesota",27049,31976,14388,45,7881,25,20409,64,11552,36,23788,74,7774,24,19614,61,12181,38,24655,77,6528,20,19252,60,6274,20,14185,44,11968,37,12781,40,11745,37,15644,49,16310,51,9655,30,20285,63,15184,47,13955,44,15798,49,13139,41,19621,61,9332,29,12194,38,19566,61
